Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-01-01,126,117,9,92.86,15,4,42.5
2024-01-04,157,138,19,87.9,16,3,42.7
2024-01-06,125,119,6,95.2,24,3,42.8
2024-01-09,99,74,25,74.75,17,0,43.0
2024-01-12,140,126,14,90.0,8,7,43.2
2024-01-14,139,130,9,93.53,7,0,43.3
2024-01-15,124,114,10,91.94,15,8,43.5
2024-01-17,127,115,12,90.55,29,7,43.6
2024-01-18,150,141,9,94.0,6,3,43.8
2024-01-20,94,80,14,85.11,29,9,44.0
2024-01-22,143,129,14,90.21,25,0,44.1
2024-01-23,119,105,14,88.24,6,8,44.3
2024-01-26,154,127,27,82.47,25,7,44.5
2024-01-29,89,78,11,87.64,10,3,44.6
2024-02-01,137,119,18,86.86,29,0,44.8
2024-02-03,154,140,14,90.91,19,9,45.0
2024-02-04,178,172,6,96.63,25,9,45.1
2024-02-07,154,127,27,82.47,12,4,45.3
2024-02-09,175,168,7,96.0,17,0,45.5
2024-02-12,97,78,19,80.41,25,5,45.6
2024-02-14,117,102,15,87.18,6,1,45.8
2024-02-17,148,134,14,90.54,14,3,45.9
2024-02-20,166,143,23,86.14,26,4,46.1
2024-02-22,126,113,13,89.68,7,3,46.3
2024-02-23,177,149,28,84.18,23,3,46.4
2024-02-25,169,161,8,95.27,26,1,46.6
2024-02-28,136,124,12,91.18,10,7,46.8
2024-02-29,88,79,9,89.77,5,9,46.9
2024-03-03,149,128,21,85.91,19,5,47.1
2024-03-05,98,92,6,93.88,21,3,47.3
2024-03-07,129,121,8,93.8,18,5,47.4
2024-03-08,180,164,16,91.11,22,4,47.6
2024-03-10,180,155,25,86.11,23,9,47.7
2024-03-13,174,164,10,94.25,17,7,47.9
2024-03-14,121,101,20,83.47,10,0,48.1
2024-03-16,162,140,22,86.42,13,8,48.2
2024-03-17,123,114,9,92.68,16,7,48.4
2024-03-18,102,75,27,73.53,19,3,48.6
2024-03-21,100,82,18,82.0,13,1,48.7
2024-03-23,169,145,24,85.8,27,7,48.9
2024-03-25,97,88,9,90.72,13,1,49.1
2024-03-27,136,116,20,85.29,20,4,49.2
2024-03-30,157,148,9,94.27,5,0,49.4
2024-04-01,146,137,9,93.84,12,9,49.5
2024-04-04,109,102,7,93.58,7,4,49.7
2024-04-05,123,98,25,79.67,8,5,49.9
2024-04-06,125,119,6,95.2,13,1,50.0
2024-04-08,129,104,25,80.62,26,4,50.2
2024-04-11,176,168,8,95.45,12,2,50.4
2024-04-14,128,110,18,85.94,20,8,50.5
2024-04-17,91,81,10,89.01,22,9,50.7
2024-04-18,169,161,8,95.27,17,4,50.9
2024-04-20,169,164,5,97.04,18,4,51.0
2024-04-21,176,155,21,88.07,20,7,51.2
2024-04-22,148,128,20,86.49,9,6,51.4
2024-04-23,120,109,11,90.83,25,3,51.5
2024-04-24,127,120,7,94.49,16,0,51.7
2024-04-26,168,163,5,97.02,11,8,51.8
2024-04-28,178,152,26,85.39,27,9,52.0
2024-04-30,109,103,6,94.5,21,9,52.2
2024-05-01,140,133,7,95.0,24,8,52.3
2024-05-03,149,130,19,87.25,29,4,52.5
2024-05-06,170,142,28,83.53,19,5,52.7
2024-05-08,104,96,8,92.31,20,2,52.8
2024-05-09,85,61,24,71.76,20,0,53.0
2024-05-10,163,140,23,85.89,21,8,53.2
2024-05-12,139,134,5,96.4,10,4,53.3
2024-05-14,97,77,20,79.38,15,9,53.5
2024-05-15,183,161,22,87.98,28,3,53.6
2024-05-17,104,78,26,75.0,29,7,53.8
2024-05-20,102,82,20,80.39,23,6,54.0
2024-05-23,98,81,17,82.65,13,4,54.1
2024-05-25,163,149,14,91.41,22,6,54.3
2024-05-27,111,104,7,93.69,19,2,54.5
2024-05-30,125,97,28,77.6,26,2,54.6
2024-05-31,124,105,19,84.68,7,7,54.8
2024-06-03,184,177,7,96.2,19,4,55.0
2024-06-05,151,144,7,95.36,22,3,55.1
2024-06-06,118,112,6,94.92,28,3,55.3
2024-06-09,124,101,23,81.45,7,0,55.5
2024-06-12,123,104,19,84.55,15,2,55.6
2024-06-13,92,80,12,86.96,14,2,55.8
2024-06-16,131,117,14,89.31,11,9,55.9
2024-06-19,122,115,7,94.26,28,3,56.1
2024-06-21,146,126,20,86.3,8,4,56.3
2024-06-24,97,68,29,70.1,5,6,56.4
2024-06-27,144,118,26,81.94,21,1,56.6
2024-06-30,163,134,29,82.21,22,7,56.8
2024-07-01,150,123,27,82.0,16,1,56.9
2024-07-02,115,103,12,89.57,24,9,57.1
2024-07-04,92,87,5,94.57,17,4,57.3
2024-07-06,154,140,14,90.91,27,3,57.4
2024-07-07,131,118,13,90.08,12,6,57.6
2024-07-08,111,106,5,95.5,5,3,57.7
2024-07-09,107,88,19,82.24,10,2,57.9
2024-07-10,136,113,23,83.09,20,9,58.1
2024-07-12,87,65,22,74.71,5,4,58.2
2024-07-13,113,93,20,82.3,27,7,58.4
2024-07-14,155,140,15,90.32,22,2,58.6
2024-07-16,85,64,21,75.29,27,5,58.7
2024-07-17,177,149,28,84.18,28,7,58.9
2024-07-19,146,138,8,94.52,20,7,59.1
2024-07-21,89,69,20,77.53,24,1,59.2
2024-07-23,153,131,22,85.62,8,1,59.4
2024-07-26,168,152,16,90.48,5,2,59.5
2024-07-28,102,79,23,77.45,16,2,59.7
2024-07-29,95,90,5,94.74,8,5,59.9
2024-08-01,117,93,24,79.49,9,8,60.0
2024-08-02,114,104,10,91.23,20,8,60.2
2024-08-05,184,168,16,91.3,14,3,60.4
2024-08-08,134,114,20,85.07,19,4,60.5
2024-08-09,134,129,5,96.27,10,1,60.7
2024-08-10,159,132,27,83.02,27,7,60.9
2024-08-13,126,101,25,80.16,25,9,61.0
2024-08-16,150,121,29,80.67,26,2,61.2
2024-08-17,123,115,8,93.5,5,8,61.4
2024-08-18,144,126,18,87.5,25,3,61.5
2024-08-19,122,101,21,82.79,15,3,61.7
2024-08-22,101,90,11,89.11,12,6,61.8
2024-08-24,175,166,9,94.86,24,5,62.0
2024-08-25,121,92,29,76.03,11,3,62.2
2024-08-28,131,113,18,86.26,21,0,62.3
2024-08-29,165,151,14,91.52,13,4,62.5
2024-08-31,88,65,23,73.86,22,1,62.7
2024-09-01,136,129,7,94.85,9,0,62.8
2024-09-02,139,124,15,89.21,21,1,63.0
2024-09-04,123,111,12,90.24,26,4,63.2
2024-09-05,91,81,10,89.01,26,6,63.3
2024-09-08,160,142,18,88.75,12,6,63.5
2024-09-09,97,83,14,85.57,7,3,63.6
2024-09-11,174,157,17,90.23,15,5,63.8
2024-09-13,95,89,6,93.68,20,0,64.0
2024-09-15,158,143,15,90.51,19,3,64.1
2024-09-18,176,171,5,97.16,12,7,64.3
2024-09-19,177,148,29,83.62,18,4,64.5
2024-09-20,123,96,27,78.05,20,8,64.6
2024-09-22,170,146,24,85.88,11,7,64.8
2024-09-25,89,68,21,76.4,16,6,65.0
2024-09-26,136,115,21,84.56,6,0,65.1
2024-09-29,91,63,28,69.23,13,7,65.3
2024-10-02,103,78,25,75.73,24,9,65.5
2024-10-03,157,147,10,93.63,25,3,65.6
2024-10-04,94,74,20,78.72,20,0,65.8
2024-10-05,122,117,5,95.9,10,3,65.9
2024-10-06,136,109,27,80.15,7,8,66.1
2024-10-07,128,106,22,82.81,16,5,66.3
2024-10-08,153,146,7,95.42,25,7,66.4
2024-10-10,108,101,7,93.52,16,0,66.6
2024-10-13,105,97,8,92.38,9,8,66.8
2024-10-14,181,165,16,91.16,27,3,66.9
2024-10-16,180,175,5,97.22,16,6,67.1
2024-10-18,134,124,10,92.54,28,3,67.3
2024-10-21,165,152,13,92.12,16,5,67.4
2024-10-22,100,84,16,84.0,28,3,67.6
2024-10-23,156,144,12,92.31,26,5,67.7
2024-10-25,89,69,20,77.53,26,0,67.9
2024-10-27,100,81,19,81.0,21,0,68.1
2024-10-30,180,162,18,90.0,22,8,68.2
2024-11-01,165,140,25,84.85,15,6,68.4
2024-11-03,148,123,25,83.11,26,6,68.6
2024-11-06,138,130,8,94.2,7,8,68.7
2024-11-09,182,175,7,96.15,14,4,68.9
2024-11-11,161,151,10,93.79,25,0,69.1
2024-11-14,101,88,13,87.13,28,4,69.2
2024-11-16,86,77,9,89.53,10,2,69.4
2024-11-19,97,69,28,71.13,7,6,69.5
2024-11-21,99,75,24,75.76,19,7,69.7
2024-11-22,183,156,27,85.25,22,1,69.9
2024-11-25,112,107,5,95.54,19,5,70.0
2024-11-28,176,152,24,86.36,11,0,70.2
2024-11-30,151,130,21,86.09,19,3,70.4
2024-12-03,173,154,19,89.02,24,7,70.5
2024-12-05,96,87,9,90.62,16,3,70.7
2024-12-08,155,144,11,92.9,12,5,70.9
2024-12-11,166,152,14,91.57,9,0,71.0
2024-12-14,96,87,9,90.62,13,2,71.2
2024-12-17,153,128,25,83.66,19,0,71.4
2024-12-18,183,173,10,94.54,20,7,71.5
2024-12-21,105,92,13,87.62,13,5,71.7
2024-12-23,103,98,5,95.15,27,3,71.8
2024-12-26,166,158,8,95.18,8,0,72.0
2024-12-27,174,153,21,87.93,5,2,72.2
2024-12-30,100,91,9,91.0,29,2,72.3
2024-12-31,116,92,24,79.31,13,4,72.5
